Date,Open,High,Low,Close,Volume,macd,signal,hist,buy_price,sell_price,macd_signal
2021-12-31,0.8396810293197632,0.852940022945404,0.8057649731636047,0.8311629891395569,1736939791,0.0,0.0,0.0,,,0
2022-01-01,0.8312810063362122,0.8531979918479919,0.8307409882545471,0.8494719862937927,1156464024,0.0014605467815345108,0.00029210935630690215,0.0011684374252276086,0.8494719862937927,,1
2022-01-02,0.8494420051574707,0.8635579943656921,0.839156985282898,0.8591179847717285,1134033205,0.003357686767796797,0.0009052248386048812,0.0024524619291919156,,,0
2022-01-03,0.8591070175170898,0.8591070175170898,0.8240519762039185,0.8328850269317627,1428968710,0.0027131281627594817,0.0012668055034358015,0.0014463226593236802,,,0
2022-01-04,0.832850992679596,0.8440759778022766,0.8196150064468384,0.8246729969978333,1514079366,0.0015221225582400244,0.0013178689143966461,0.0002042536438433783,,,0
2022-01-05,0.8247140049934387,0.8355330228805542,0.7327039837837219,0.7743579745292664,2252733064,-0.0034420816030013013,0.00036587881091705674,-0.003807960413918358,,0.7743579745292664,-1
2022-01-06,0.7742999792098999,0.7892169952392578,0.7442920207977295,0.7813460230827332,2165022786,-0.00673473817973147,-0.0010542445872126487,-0.005680493592518821,,,0
2022-01-07,0.7812700271606445,0.7812700271606445,0.7346169948577881,0.7630739808082581,2329624598,-0.010695304531774807,-0.0029824565761250805,-0.007712847955649727,,,0
2022-01-08,0.7631059885025024,0.7750840187072754,0.7278029918670654,0.7476879954338074,1792091501,-0.014903800597784511,-0.005366725380456967,-0.009537075217327544,,,0
2022-01-09,0.7477329969406128,0.7663210034370422,0.7415339946746826,0.7545049786567688,1182503166,-0.017487406539432926,-0.007790861612252159,-0.009696544927180768,,,0
2022-01-10,0.7544280290603638,0.7585129737854004,0.7054790258407593,0.7393350005149841,2014043704,-0.02052245325101587,-0.010337179940004902,-0.010185273311010969,,,0
2022-01-11,0.7393559813499451,0.7734609842300415,0.7341510057449341,0.7705540060997009,1897366203,-0.020176059736226937,-0.01230495589924931,-0.007871103836977627,,,0
2022-01-12,0.7706080079078674,0.8060479760169983,0.7596459984779358,0.7995479702949524,1976047994,-0.01736183337446373,-0.013316331394292195,-0.004045501980171536,,,0
2022-01-13,0.7994549870491028,0.8009510040283203,0.7630820274353027,0.7683280110359192,1578656460,-0.01744958060030488,-0.014142981235494732,-0.0033065993648101494,,,0
2022-01-14,0.7683579921722412,0.789355993270874,0.7556279897689819,0.7742969989776611,1576111969,-0.016843314225194694,-0.014683047833434725,-0.002160266391759969,,,0
2022-01-15,0.774308979511261,0.788864016532898,0.7709490060806274,0.7814229726791382,1029135167,-0.015607918858535186,-0.014868022038454819,-0.0007398968200803668,,,0
2022-01-16,0.7813079953193665,0.7839620113372803,0.7709529995918274,0.778954029083252,1005077258,-0.014659101250043327,-0.01482623788077252,0.00016713663072919285,0.778954029083252,,1
2022-01-17,0.7789989709854126,0.7801799774169922,0.7523519992828369,0.7627419829368591,1406443014,-0.015041938984412417,-0.0148693781015005,-0.0001725608829119176,,0.7627419829368591,-1
2022-01-18,0.7627689838409424,0.7680490016937256,0.7394639849662781,0.7526310086250305,1510069237,-0.015977038419583534,-0.015090910165117108,-0.0008861282544664253,,,0
2022-01-19,0.7526140213012695,0.753154993057251,0.726485013961792,0.739749014377594,1446126322,-0.01755521514300795,-0.015583771160695278,-0.0019714439823126737,,,0
2022-01-20,0.7397260069847107,0.7615829706192017,0.719402015209198,0.7194210290908813,1251475248,-0.02021322461992414,-0.01650966185254105,-0.0037035627673830916,,,0
2022-01-21,0.7196090221405029,0.7282450199127197,0.623196005821228,0.6357380151748657,3150758603,-0.028740928600894833,-0.018955915202211807,-0.009785013398683026,,,0
2022-01-22,0.6360059976577759,0.6517930030822754,0.5594210028648376,0.5960419774055481,3613862355,-0.03826128170033716,-0.022816988501836877,-0.01544429319850028,,,0
2022-01-23,0.5961930155754089,0.633994996547699,0.5938259959220886,0.6287559866905212,1851934913,-0.0426745572432603,-0.02678850225012156,-0.01588605499313874,,,0
2022-01-24,0.6287699937820435,0.6287699937820435,0.5586680173873901,0.6121389865875244,2759980202,-0.04697150467407163,-0.030825102734911576,-0.016146401939160053,,,0
2022-01-25,0.6121439933776855,0.6212289929389954,0.5898879766464233,0.617563009262085,1731121388,-0.04937008555694666,-0.034534099299318596,-0.014835986257628067,,,0
2022-01-26,0.6175439953804016,0.6525490283966064,0.6085879802703857,0.6220719814300537,2302112575,-0.05032700344828478,-0.03769268012911184,-0.012634323319172941,,,0
2022-01-27,0.6219450235366821,0.6235079765319824,0.5914649963378906,0.6087700128555298,1586137620,-0.051564324036351916,-0.040467008910559855,-0.01109731512579206,,,0
2022-01-28,0.608618974685669,0.6128609776496887,0.5933970212936401,0.6125119924545288,1318006848,-0.05164760163407567,-0.042703127455263015,-0.008944474178812653,,,0
2022-01-29,0.6124910116195679,0.6234059929847717,0.6102579832077026,0.6169350147247314,958847124,-0.050771437273027464,-0.04431678941881591,-0.0064546478542115565,,,0
2022-01-30,0.6170060038566589,0.6225460171699524,0.5997710227966309,0.603181004524231,870878596,-0.050603577834946734,-0.04557414710204207,-0.005029430732904662,,,0
2022-01-31,0.6030629873275757,0.6223139762878418,0.5828480124473572,0.6191490292549133,1266538239,-0.04862158253787796,-0.04618363418920925,-0.0024379483486687142,,,0
2022-02-01,0.6190059781074524,0.630316972732544,0.6130499839782715,0.6292330026626587,1183031072,-0.045710225579865815,-0.046088952467340565,0.0003787268874747493,0.6292330026626587,,1
2022-02-02,0.6292399764060974,0.6306949853897095,0.5991380214691162,0.6014829874038696,1182736030,-0.045122010085487774,-0.04589556399097001,0.0007735539054822341,,,0
2022-02-03,0.6014149785041809,0.6076840162277222,0.5923489928245544,0.6076840162277222,1042290345,-0.04365227758302681,-0.04544690670938137,0.0017946291263545577,,,0
2022-02-04,0.6076200008392334,0.656495988368988,0.6051689982414246,0.6558769941329956,1543180484,-0.03815886182844974,-0.04398929773319504,0.005830435904745301,,,0
2022-02-05,0.655830979347229,0.6836820244789124,0.6522679924964905,0.6671270132064819,1760389771,-0.032522607372950985,-0.04169595966114623,0.009173352288195248,,,0
2022-02-06,0.6671270132064819,0.6851930022239685,0.6623470187187195,0.6836469769477844,1095140341,-0.02641827862790691,-0.03864042345449837,0.01222214482659146,,,0
2022-02-07,0.6835920214653015,0.8341550230979919,0.6744019985198975,0.8278189897537231,4197403037,-0.009833720571026494,-0.03287908287780399,0.0230453623067775,,,0
2022-02-08,0.8283770084381104,0.9111369848251343,0.8061609864234924,0.8781939744949341,6159382645,0.007290461539173232,-0.024845173994408547,0.03213563553358178,,,0
2022-02-09,0.8775150179862976,0.9090669751167297,0.8474010229110718,0.8706269860267639,3760269362,0.02002012694384414,-0.01587211380675801,0.035892240750602156,,,0
2022-02-10,0.8708760142326355,0.8946149945259094,0.8299070000648499,0.8300099968910217,3535002566,0.026525260227913572,-0.007392638999823695,0.03391789922773727,,,0
2022-02-11,0.8299409747123718,0.8299409747123718,0.7543309926986694,0.7602260112762451,3346204748,0.025752778789149056,-0.000763555442029145,0.0265163342311782,,,0
2022-02-12,0.7602499723434448,0.8488379716873169,0.7530239820480347,0.8224080204963684,3457258389,0.029814467528028188,0.005352049151982322,0.024462418376045868,,,0
2022-02-13,0.8222330212593079,0.8442999720573425,0.7962769865989685,0.8102729916572571,2504198747,0.03168889979465084,0.010619419280516025,0.021069480514134813,,,0
2022-02-14,0.8098729848861694,0.8104739785194397,0.7825509905815125,0.8022180199623108,2401300497,0.032153783175517314,0.014926292059516285,0.01722749111600103,,,0
2022-02-15,0.8022459745407104,0.8558570146560669,0.7982959747314453,0.8523330092430115,2249706300,0.03614936008975045,0.01917090566556312,0.016978454424187328,,,0
2022-02-16,0.8523769974708557,0.8523769974708557,0.813139021396637,0.8390359878540039,2165008058,0.03780710827255074,0.022898146186960643,0.014908962085590095,,,0
2022-02-17,0.8387140035629272,0.8441330194473267,0.7582229971885681,0.7671729922294617,2798023719,0.03294240297253004,0.02490699754407452,0.008035405428455517,,,0
2022-02-18,0.7672860026359558,0.8039050102233887,0.7603300213813782,0.7858899831771851,2913093056,0.0302487054715056,0.025975339129560737,0.004273366341944862,,,0
2022-02-19,0.7858650088310242,0.8498160243034363,0.7736499905586243,0.8225280046463013,3325442943,0.03071623529050127,0.026923518361748847,0.0037927169287524237,,,0
2022-02-20,0.8225380182266235,0.8226720094680786,0.769985020160675,0.7782959938049316,3041836889,0.0272040115170068,0.02697961699280044,0.00022439452420635816,,,0
2022-02-21,0.7781599760055542,0.7997499704360962,0.7019889950752258,0.70346599817276,3580522306,0.018172907638147162,0.025218275121869783,-0.007045367483722621,,0.70346599817276,-1
2022-02-22,0.7033330202102661,0.7251909971237183,0.6787869930267334,0.722832977771759,3539593096,0.012435102029978884,0.022661640503491606,-0.010226538473512722,,,0
2022-02-23,0.7228519916534424,0.7389230132102966,0.6962800025939941,0.6987460255622864,2690184820,0.005876493448123021,0.019304611092417892,-0.01342811764429487,,,0
2022-02-24,0.6985800266265869,0.7128909826278687,0.6270939707756042,0.6962720155715942,5146799150,0.0004736569423047232,0.015538420262395259,-0.015064763320090536,,,0
2022-02-25,0.696258008480072,0.7689030170440674,0.6857939958572388,0.7689030170440674,3460713330,0.0020291936213928663,0.01283657493419478,-0.010807381312801914,,,0
2022-02-26,0.7686449885368347,0.7881870269775391,0.7436460256576538,0.7509729862213135,3051695701,0.001794478377024178,0.010628155622760661,-0.008833677245736483,,,0
2022-02-27,0.7509660124778748,0.7648730278015137,0.710873007774353,0.721992015838623,2733141782,-0.0007217375102259727,0.008358176996163334,-0.009079914506389307,,,0
2022-02-28,0.721930980682373,0.7883219718933105,0.7131879925727844,0.782043993473053,3053923291,0.002105564355332823,0.007107654467997233,-0.00500209011266441,,,0
2022-03-01,0.782069981098175,0.8006349802017212,0.7612339854240417,0.7848619818687439,2877778057,0.00452148865928359,0.006590421306254505,-0.002068932646970915,,,0
2022-03-02,0.7848759889602661,0.7848910093307495,0.7595980167388916,0.7684959769248962,2401047273,0.005057229657920548,0.006283782976587714,-0.0012265533186671665,,,0
2022-03-03,0.7685319781303406,0.7839249968528748,0.7389199733734131,0.7521849870681763,2213014779,0.00411817592574204,0.0058506615664185805,-0.0017324856406765402,,,0
2022-03-04,0.752295970916748,0.7530519962310791,0.705610990524292,0.7126719951629639,2359803521,0.00018348574512094817,0.004717226402159054,-0.004533740657038106,,,0
2022-03-05,0.7127900123596191,0.7660850286483765,0.7074790000915527,0.7548999786376953,2297850919,0.00046727433384230466,0.0038672359884957042,-0.0033999616546533996,,,0
2022-03-06,0.7549229860305786,0.7583839893341064,0.7257639765739441,0.7259939908981323,1862292224,-0.0016216000027524657,0.0027694687902460706,-0.004391068792998536,,,0
2022-03-07,0.7260109782218933,0.7516679763793945,0.709958016872406,0.7232869863510132,2920222453,-0.0034556460707636516,0.0015244458180441265,-0.004980091888807778,,,0
2022-03-08,0.7232310175895691,0.7292870283126831,0.7159389853477478,0.7209770083427429,1907305640,-0.005037467918773797,0.00021206307068054168,-0.005249530989454338,,,0
2022-03-09,0.7210059762001038,0.7698889970779419,0.7210059762001038,0.7672359943389893,2408572082,-0.002529204467585089,-0.0003361904369725844,-0.0021930140306125044,,,0
2022-03-10,0.7670270204544067,0.7754999995231628,0.7265679836273193,0.7374650239944458,2418938595,-0.0029101101732830204,-0.0008509743842346716,-0.0020591357890483485,,,0
2022-03-11,0.7375059723854065,0.8083329796791077,0.7276229858398438,0.8021550178527832,3478317257,0.0019850784297357205,-0.00028376382144059325,0.0022688422511763138,0.8021550178527832,,1
2022-03-12,0.8022289872169495,0.8459619879722595,0.7820590138435364,0.7865869998931885,3730330472,0.0045558250087743835,0.0006841539446024021,0.0038716710641719812,,,0
2022-03-13,0.7865380048751831,0.8036320209503174,0.7584080100059509,0.7613509893417358,2141326402,0.004504895418346644,0.0014483022393512505,0.0030565931789953934,,,0
2022-03-14,0.7613760232925415,0.7759349942207336,0.7525740265846252,0.7746559977531433,2212291022,0.0054750236704219635,0.002253646525565393,0.0032213771448565704,,,0
2022-03-15,0.77463698387146,0.7758110165596008,0.7456349730491638,0.7667829990386963,1830181545,0.00554465674915261,0.0029118485702828364,0.0026328081788697735,,,0
2022-03-16,0.766746997833252,0.7936149835586548,0.7592189908027649,0.793537974357605,2480411473,0.007670325634006825,0.0038635439830276347,0.0038067816509791902,,,0
