Date,Open,High,Low,Close,Volume,macd,signal,hist,buy_price,sell_price,macd_signal
2022-01-02,34.86129379272461,35.82792282104492,34.39341735839844,35.39639663696289,317124380,0.0,0.0,0.0,,,0
2022-01-03,35.396278381347656,35.396278381347656,34.238834381103516,34.7077522277832,321506032,-0.054934596743677844,-0.01098691934873557,-0.04394767739494228,,34.7077522277832,-1
2022-01-04,34.707984924316406,34.969547271728516,34.00028610229492,34.1713752746582,320064071,-0.1401363927694277,-0.03681681403287399,-0.1033195787365537,,,0
2022-01-05,34.17095947265625,34.77468490600586,30.916988372802734,32.077308654785156,406196500,-0.3723409901838082,-0.10392164926306083,-0.2684193409207474,,,0
2022-01-06,32.076229095458984,32.07854080200195,30.829008102416992,31.661449432373047,404049801,-0.5831984219665927,-0.1997770038037672,-0.3834214181628255,,,0
2022-01-07,31.65897560119629,31.71739959716797,29.469898223876953,30.440364837646484,484193365,-0.8391624353704259,-0.32765409011709895,-0.5115083452533269,,,0
2022-01-08,30.441377639770508,30.996728897094727,28.55724334716797,29.407278060913086,346457416,-1.1125524174020711,-0.48463375557409344,-0.6279186618279777,,,0
2022-01-09,29.408775329589844,30.246171951293945,29.242328643798828,29.766279220581055,276026108,-1.285429918594069,-0.6447929881780885,-0.6406369304159805,,,0
2022-01-10,29.767236709594727,30.040803909301758,27.443286895751953,28.47830581665039,437938047,-1.5089707974074074,-0.8176285500239523,-0.6913422473834551,,,0
2022-01-11,28.47551727294922,29.97392463684082,28.429838180541992,29.620908737182617,341828298,-1.5757656028465377,-0.9692559605884694,-0.6065096422580682,,,0
2022-01-12,29.624202728271484,31.17156982421875,29.582250595092773,31.102136611938477,336313166,-1.4919796444169364,-1.0738006973541627,-0.4181789470627737,,,0
2022-01-13,31.105472564697266,31.8807315826416,30.199630737304688,30.248397827148438,352161269,-1.4774372764064339,-1.154528013164617,-0.3229092632418169,,,0
2022-01-14,30.25082015991211,33.2471809387207,30.17102813720703,31.985509872436523,633811819,-1.3106337505472325,-1.18574916064114,-0.12488458990609241,,,0
2022-01-15,31.988277435302734,33.32593536376953,31.91299819946289,32.88987731933594,419586220,-1.0928679581636018,-1.1671729201456325,0.07430496198203063,32.88987731933594,,1
2022-01-16,32.886749267578125,32.886749267578125,32.04676818847656,32.26341247558594,298442320,-0.9597738011460777,-1.1256930963457217,0.165919295199644,,,0
2022-01-17,32.26793670654297,32.35243606567383,30.5705623626709,31.023305892944336,333216016,-0.9434860402616394,-1.0892516851289054,0.14576564486726595,,,0
2022-01-18,31.022323608398438,33.78207015991211,30.88713264465332,32.71035385131836,797662732,-0.7853936720601027,-1.0284800825151448,0.2430864104550421,,,0
2022-01-19,32.70991516113281,34.545711517333984,31.408035278320312,31.43478775024414,742607092,-0.7543363355541537,-0.9736513331229466,0.2193149975687929,,,0
2022-01-20,31.42832374572754,31.93100357055664,29.172311782836914,29.177019119262695,389210164,-0.9015141383636376,-0.9592238941710849,0.057709755807447305,,,0
2022-01-21,29.194311141967773,29.6453914642334,25.489017486572266,25.880374908447266,618051020,-1.26953088230092,-1.021285291797052,-0.24824559050386785,,25.880374908447266,-1
2022-01-22,25.88817596435547,26.323461532592773,21.740163803100586,24.166948318481445,810971706,-1.6800791033054523,-1.1530440540987321,-0.5270350492067202,,,0
2022-01-23,24.175748825073242,25.20172691345215,23.6656494140625,25.08349609375,469925870,-1.9094725695604566,-1.304329757191077,-0.6051428123693796,,,0
2022-01-24,25.094928741455078,25.11602783203125,21.937990188598633,24.100919723510742,612589414,-2.1458185846846227,-1.4726275226897863,-0.6731910619948365,,,0
2022-01-25,24.10309410095215,24.23476791381836,23.281892776489258,23.99962043762207,402838370,-2.3146170457253383,-1.641025427296897,-0.6735916184284414,,,0
2022-01-26,23.998079299926758,26.194873809814453,23.710981369018555,24.378591537475586,453411169,-2.3902578371994068,-1.790871909277399,-0.5993859279220077,,,0
2022-01-27,24.37152671813965,24.713897705078125,23.444992065429688,24.275903701782227,380651752,-2.430472782230698,-1.918792083868059,-0.511680698362639,,,0
2022-01-28,24.271404266357422,25.186296463012695,23.9520263671875,25.18186378479004,346953272,-2.362012202260516,-2.0074361075465506,-0.35457609471396534,,,0
2022-01-29,25.182716369628906,25.650360107421875,24.9879207611084,25.315771102905273,283967335,-2.2707754124939363,-2.060103968536028,-0.21067144395790827,,,0
2022-01-30,25.32276153564453,25.83199119567871,24.635639190673828,25.012617111206055,269828468,-2.1975990390802416,-2.0876029826448708,-0.1099960564353708,,,0
2022-01-31,25.01350212097168,25.713186264038086,24.11664581298828,25.712955474853516,296050611,-2.0593558110824723,-2.081953548332391,0.022597737249918648,25.712955474853516,,1
2022-02-01,25.710981369018555,26.907312393188477,25.493444442749023,26.82476234436035,306140940,-1.8388860011397128,-2.0333400388938556,0.19445403775414283,,,0
2022-02-02,26.82423973083496,28.359758377075195,26.27480697631836,26.315658569335938,474387133,-1.6858095451906188,-1.9638339401532083,0.27802439496258957,,,0
2022-02-03,26.31068229675293,28.00891876220703,25.778722763061523,27.905363082885742,373740648,-1.4198523088767772,-1.855037613897922,0.43518530502114494,,,0
2022-02-04,27.891878128051758,29.729787826538086,27.51966094970703,29.691204071044922,446084424,-1.0528403519244343,-1.6945981615032246,0.6417578095787904,,,0
2022-02-05,29.691946029663086,29.90739631652832,28.843366622924805,29.436607360839844,449093613,-0.7736068998336982,-1.5103999091693194,0.7367930093356212,,,0
2022-02-06,29.438140869140625,30.063413619995117,29.030376434326172,29.89212989807129,380525790,-0.5096802389597137,-1.3102559751273983,0.8005757361676846,,,0
2022-02-07,29.889419555664062,33.123870849609375,29.397537231445312,32.640052795410156,664157968,-0.07788424516577308,-1.0637816291350735,0.9858973839693004,,,0
2022-02-08,32.64730453491211,33.09695816040039,30.56276512145996,32.098487854003906,541902409,0.2181032674114931,-0.8074046498257602,1.0255079172372534,,,0
2022-02-09,32.08414840698242,34.81888961791992,31.394798278808594,33.83422088623047,697858875,0.5859798423159006,-0.5287277513974281,1.1147075937133288,,,0
2022-02-10,33.8345832824707,36.71686553955078,33.669525146484375,34.45188522338867,1099591417,0.916796765876807,-0.23962284794258107,1.156419613819388,,,0
2022-02-11,34.4545783996582,37.39858627319336,32.07647705078125,32.69767761230469,1142950705,1.0255991983707986,0.013421561320094866,1.0121776370507036,,,0
2022-02-12,32.6953010559082,33.17536163330078,31.263654708862305,31.636627197265625,655274817,1.014513330910031,0.2136399152380821,0.8008734156719488,,,0
