Date,Open,High,Low,Close,Volume,macd,signal,hist,buy_price,sell_price,macd_signal
2022-01-02,1.4119110107421875,1.4119110107421875,1.3677409887313843,1.378216028213501,42997962,0.0,0.0,0.0,,,0
2022-01-03,1.3766789436340332,1.4017629623413086,1.3447190523147583,1.3845759630203247,44148666,0.000507345226754996,0.00010146904535099922,0.00040587618140399686,1.3845759630203247,,1
2022-01-04,1.3865469694137573,1.38953697681427,1.2807279825210571,1.2807279825210571,78401801,-0.007385113170762958,-0.0013958473978717923,-0.005989265772891166,,1.2807279825210571,-1
2022-01-05,1.2787350416183472,1.2956140041351318,1.111325979232788,1.1742780208587646,80686331,-0.021976237196912773,-0.005511925357679989,-0.016464311839232783,,,0
2022-01-06,1.173786997795105,1.210224986076355,1.129351019859314,1.1889530420303345,67389659,-0.03198693111599993,-0.010806926509343978,-0.02118000460665595,,,0
2022-01-07,1.188066005706787,1.188066005706787,1.099141001701355,1.1136239767074585,59417613,-0.0454747001539646,-0.017740481238268102,-0.027734218915696496,,,0
2022-01-08,1.114166021347046,1.1333919763565063,1.036026954650879,1.0823270082473755,76609687,-0.05802043463176143,-0.025796471916966768,-0.03222396271479466,,,0
2022-01-09,1.082177996635437,1.1009279489517212,1.036147952079773,1.0732519626617432,53551883,-0.06791244750715975,-0.03421966703500536,-0.033692780472154384,,,0
2022-01-10,1.0733360052108765,1.1162010431289673,1.0084559917449951,1.1162010431289673,68185338,-0.07146253154597337,-0.04166823993719897,-0.029794291608774406,,,0
2022-01-11,1.11496901512146,1.1499320268630981,1.080024003982544,1.142495036125183,67515229,-0.07133202208898126,-0.04760099636755543,-0.02373102572142583,,,0
2022-01-12,1.1424859762191772,1.196099042892456,1.1383869647979736,1.1892460584640503,42526084,-0.06668744426984463,-0.05141828594801327,-0.015269158321831358,,,0
2022-01-13,1.189160943031311,1.1912020444869995,1.1039949655532837,1.109078049659729,64133071,-0.06868372794271949,-0.054871374346954514,-0.013812353595764972,,,0
2022-01-14,1.1089739799499512,1.1266909837722778,1.0808730125427246,1.1208709478378296,36449021,-0.0685243032968017,-0.05760196013692396,-0.010922343159877744,,,0
2022-01-15,1.1209360361099243,1.153872013092041,1.118589997291565,1.1283669471740723,27352700,-0.06702052274913961,-0.05948567265936709,-0.0075348500897725185,,,0
2022-01-16,1.1282639503479004,1.1580810546875,1.1191920042037964,1.1360549926757812,23444350,-0.06446528908631488,-0.060481595944756654,-0.003983693141558227,,,0
