Date,Open,High,Low,Close,Volume,macd,signal,hist,buy_price,sell_price,macd_signal
2022-01-08,0.26392799615859985,0.2724210023880005,0.2444159984588623,0.2559640109539032,146904217,0.0,0.0,0.0,,,0
2022-01-09,0.2559579908847809,0.26836198568344116,0.25387099385261536,0.2609899938106537,114834834,0.0004009331053818621,8.018662107637243e-05,0.0003207464843054897,0.2609899938106537,,1
2022-01-10,0.2609789967536926,0.26875200867652893,0.2385070025920868,0.250449001789093,169899029,-0.00013039141041654156,3.807101477778963e-05,-0.0001684624251943312,,0.250449001789093,-1
2022-01-11,0.25049498677253723,0.26419198513031006,0.24549999833106995,0.2626419961452484,124496753,0.00042747515872726405,0.00011595184356768452,0.0003115233151595795,0.2626419961452484,,1
2022-01-12,0.2627289891242981,0.2777140140533447,0.2627289891242981,0.2767690122127533,130163907,0.0019866200469601525,0.0004900854842461781,0.0014965345627139743,,,0
2022-01-13,0.276760995388031,0.2789500057697296,0.2617500126361847,0.2631700038909912,125333496,0.002100711588461257,0.0008122107050891939,0.0012885008833720631,,,0
2022-01-14,0.26318299770355225,0.27166199684143066,0.2572399973869324,0.2669900059700012,121612458,0.00247088932570122,0.0011439464292115993,0.0013269428964896206,,,0
2022-01-15,0.2669900059700012,0.27137601375579834,0.2629390060901642,0.2675749957561493,87729357,0.002779422187383085,0.0014710415808458963,0.0013083806065371886,,,0
2022-01-16,0.26742199063301086,0.2760249972343445,0.265064001083374,0.2693139910697937,129578583,0.0031281991588788527,0.0018024730964524877,0.001325726062426365,,,0
2022-01-17,0.26932498812675476,0.26995500922203064,0.2526409924030304,0.25676101446151733,121650359,0.002364431425243785,0.0019148647622107473,0.00044956666303303753,,,0
2022-01-18,0.25675100088119507,0.2653070092201233,0.2479500025510788,0.2589290142059326,172643898,0.0019120386628307395,0.0019142995423347459,-2.2608795040063214e-06,,0.2589290142059326,-1
2022-01-19,0.2589319944381714,0.26017698645591736,0.2421559989452362,0.24686899781227112,125134925,0.0005737576846613912,0.001646191170800075,-0.0010724334861386838,,,0
2022-01-20,0.24681399762630463,0.2580519914627075,0.23439399898052216,0.23441700637340546,79372106,-0.0014746128567160177,0.0010220303652968565,-0.002496643222012874,,,0
2022-01-21,0.2345300018787384,0.23953700065612793,0.1933699995279312,0.19656799733638763,199704197,-0.006081951034745681,-0.00039876591471165086,-0.00568318512003403,,,0
2022-01-22,0.19674700498580933,0.2001650035381317,0.1645060032606125,0.17584200203418732,239310338,-0.011275734690816275,-0.002574159669932576,-0.008701575020883699,,,0
2022-01-24,0.1841830015182495,0.18480099737644196,0.15919199585914612,0.17493000626564026,182899247,-0.015289191808125296,-0.005117166097571121,-0.010172025710554176,,,0
2022-01-25,0.1749339997768402,0.17847999930381775,0.16822600364685059,0.1717970073223114,138040812,-0.01850932830510732,-0.007795598539078361,-0.010713729766028959,,,0
2022-01-26,0.1717970073223114,0.18798500299453735,0.16872599720954895,0.17267699539661407,184798091,-0.020751096274820025,-0.010386698086226694,-0.01036439818859333,,,0
2022-01-27,0.17264699935913086,0.17943300306797028,0.16530799865722656,0.17513200640678406,172280457,-0.022075146127489398,-0.012724387694479235,-0.009350758433010163,,,0
2022-01-28,0.17511199414730072,0.17981299757957458,0.17145699262619019,0.17933699488639832,116744891,-0.0225254978298966,-0.01468460972156271,-0.007840888108333891,,,0
2022-01-29,0.17934300005435944,0.18542900681495667,0.17879800498485565,0.18342100083827972,105164410,-0.02229584700422621,-0.01620685717809541,-0.006088989826130799,,,0
2022-01-30,0.183445006608963,0.1902559995651245,0.17848899960517883,0.18139000236988068,122804067,-0.02202385438895249,-0.017370256620266828,-0.004653597768685663,,,0
2022-01-31,0.18139900267124176,0.19088099896907806,0.17351099848747253,0.18853099644184113,118039505,-0.020990118717240297,-0.018094229039661524,-0.002895889677578773,,,0
2022-02-01,0.18853899836540222,0.19131000339984894,0.18591299653053284,0.1879190057516098,96224695,-0.019989827989994324,-0.018473348829728085,-0.001516479160266239,,,0
2022-02-02,0.18789400160312653,0.1949709951877594,0.17930400371551514,0.18006600439548492,125447875,-0.01960477037181449,-0.018699633138145367,-0.0009051372336691225,,,0
2022-02-12,0.20510800182819366,0.20992299914360046,0.19755500555038452,0.20541000366210938,128205342,-0.017057927334913625,-0.018371291977499017,0.001313364642585392,0.20541000366210938,,1
2022-02-13,0.20540699362754822,0.20846399664878845,0.19851699471473694,0.2015099972486496,94351528,-0.015179256779613015,-0.017732884937921817,0.0025536281583088023,,,0
2022-02-14,0.20143499970436096,0.20537400245666504,0.19562700390815735,0.20445600152015686,101004457,-0.013299372023406975,-0.01684618235501885,0.0035468103316118743,,,0
2022-02-15,0.20444899797439575,0.2214689999818802,0.20429499447345734,0.22122499346733093,156472485,-0.010337270682748367,-0.015544400020564755,0.005207129337816387,,,0
2022-02-16,0.2212589979171753,0.22248800098896027,0.2118140012025833,0.2195580005645752,121576791,-0.008031711850455092,-0.014041862386542822,0.00601015053608773,,,0
2022-02-17,0.2195509970188141,0.2299710065126419,0.1999260038137436,0.2012930065393448,171346230,-0.00759086941861456,-0.01275166379295717,0.0051607943743426105,,,0
2022-02-18,0.20137299597263336,0.20773500204086304,0.19431699812412262,0.1968040019273758,111591854,-0.007517071648542012,-0.01170474536407414,0.004187673715532128,,,0
2022-02-19,0.1967729926109314,0.20061799883842468,0.19081999361515045,0.19805000722408295,66961414,-0.007274191814718889,-0.01081863465420309,0.003544442839484201,,,0
2022-02-20,0.19800400733947754,0.19815200567245483,0.1824750006198883,0.1862809956073761,97547858,-0.007939843107333006,-0.010242876344829073,0.0023030332374960674,,,0
2022-02-21,0.18625900149345398,0.19642600417137146,0.16786299645900726,0.16856400668621063,149118943,-0.009784203286342052,-0.01015114173313167,0.00036693844678961814,,,0
2022-02-22,0.16854000091552734,0.17867299914360046,0.1623609960079193,0.1776210069656372,125760073,-0.0103952181816645,-0.010199957022838237,-0.0001952611588262633,,0.1776210069656372,-1
2022-02-23,0.17762400209903717,0.18649399280548096,0.1699250042438507,0.170183002948761,124873982,-0.011348814580409677,-0.010429728534352527,-0.0009190860460571507,,,0
2022-02-24,0.17014700174331665,0.17056499421596527,0.1449349969625473,0.1635819971561432,244263329,-0.012493179006411337,-0.010842418628764288,-0.0016507603776470484,,,0
